run_ts,mapped_at,security_id,project_company_name,corp_code,corp_code_fill_status,corp_code_reference_status,primary_theme_reference,local_container_redacted,zip_entry,source_file_name,file_ext,material_type,detected_period,detected_report_type,detected_rcept_dt,dart_report_nm,actual_report_type,rcept_dt,rcept_no,source_url,official_dart_url,rcept_no_presence_status,handoff_status,verification_basis,local_path_use,not_performed_note,correction_flag,candidate_rcept_no_count,candidate_rcept_nos,match_status,review_status,memo
20260726_232323,2026-07-26 23:23:23,298040,효성중공업,01316245,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,Energy/Power Infrastructure,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_xls/[효성중공업]분기보고서_IFRS(원문XBRL)(2024.11.13).zip,[효성중공업]분기보고서_IFRS(원문XBRL)(2024.11.13).zip,.zip,XBRL_ZIP,2024.11,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,298040,효성중공업,01316245,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,Energy/Power Infrastructure,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_xls/[효성중공업]분기보고서_IFRS(원문XBRL)(2025.05.14).zip,[효성중공업]분기보고서_IFRS(원문XBRL)(2025.05.14).zip,.zip,XBRL_ZIP,2025.05,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,298040,효성중공업,01316245,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,Energy/Power Infrastructure,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_xls/[효성중공업]분기보고서_IFRS(원문XBRL)(2025.11.13).zip,[효성중공업]분기보고서_IFRS(원문XBRL)(2025.11.13).zip,.zip,XBRL_ZIP,2025.11,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,298040,효성중공업,01316245,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,Energy/Power Infrastructure,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_xls/[효성중공업]분기보고서_IFRS(원문XBRL)(2026.05.14).zip,[효성중공업]분기보고서_IFRS(원문XBRL)(2026.05.14).zip,.zip,XBRL_ZIP,2026.05,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,298040,효성중공업,01316245,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,Energy/Power Infrastructure,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_xls/[효성중공업]사업보고서_IFRS(원문XBRL)(2021.03.10).zip,[효성중공업]사업보고서_IFRS(원문XBRL)(2021.03.10).zip,.zip,XBRL_ZIP,2021.03,사업보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버][정정]사업보고서(2024.03.29).pdf,[현대오토에버][정정]사업보고서(2024.03.29).pdf,.pdf,DART_PDF,2024.03,사업보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]반기보고서(2020.08.14).pdf,[현대오토에버]반기보고서(2020.08.14).pdf,.pdf,DART_PDF,2020.08,반기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]반기보고서(2021.08.17).pdf,[현대오토에버]반기보고서(2021.08.17).pdf,.pdf,DART_PDF,2021.08,반기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]반기보고서(2022.08.16).pdf,[현대오토에버]반기보고서(2022.08.16).pdf,.pdf,DART_PDF,2022.08,반기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]반기보고서(2023.08.14).pdf,[현대오토에버]반기보고서(2023.08.14).pdf,.pdf,DART_PDF,2023.08,반기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]반기보고서(2024.08.14).pdf,[현대오토에버]반기보고서(2024.08.14).pdf,.pdf,DART_PDF,2024.08,반기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]반기보고서(2025.08.14).pdf,[현대오토에버]반기보고서(2025.08.14).pdf,.pdf,DART_PDF,2025.08,반기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2020.11.16).pdf,[현대오토에버]분기보고서(2020.11.16).pdf,.pdf,DART_PDF,2020.11,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2021.05.17).pdf,[현대오토에버]분기보고서(2021.05.17).pdf,.pdf,DART_PDF,2021.05,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2021.11.15).pdf,[현대오토에버]분기보고서(2021.11.15).pdf,.pdf,DART_PDF,2021.11,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2022.05.16).pdf,[현대오토에버]분기보고서(2022.05.16).pdf,.pdf,DART_PDF,2022.05,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2022.11.14).pdf,[현대오토에버]분기보고서(2022.11.14).pdf,.pdf,DART_PDF,2022.11,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2023.05.15).pdf,[현대오토에버]분기보고서(2023.05.15).pdf,.pdf,DART_PDF,2023.05,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2023.11.14).pdf,[현대오토에버]분기보고서(2023.11.14).pdf,.pdf,DART_PDF,2023.11,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2024.05.16).pdf,[현대오토에버]분기보고서(2024.05.16).pdf,.pdf,DART_PDF,2024.05,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2024.11.14).pdf,[현대오토에버]분기보고서(2024.11.14).pdf,.pdf,DART_PDF,2024.11,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2025.05.15).pdf,[현대오토에버]분기보고서(2025.05.15).pdf,.pdf,DART_PDF,2025.05,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2025.11.14).pdf,[현대오토에버]분기보고서(2025.11.14).pdf,.pdf,DART_PDF,2025.11,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]분기보고서(2026.05.15).pdf,[현대오토에버]분기보고서(2026.05.15).pdf,.pdf,DART_PDF,2026.05,분기보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]사업보고서(2021.03.18).pdf,[현대오토에버]사업보고서(2021.03.18).pdf,.pdf,DART_PDF,2021.03,사업보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]사업보고서(2022.03.17).pdf,[현대오토에버]사업보고서(2022.03.17).pdf,.pdf,DART_PDF,2022.03,사업보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]사업보고서(2023.03.17).pdf,[현대오토에버]사업보고서(2023.03.17).pdf,.pdf,DART_PDF,2023.03,사업보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]사업보고서(2025.03.17).pdf,[현대오토에버]사업보고서(2025.03.17).pdf,.pdf,DART_PDF,2025.03,사업보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_pdf/[현대오토에버]사업보고서(2026.03.18).pdf,[현대오토에버]사업보고서(2026.03.18).pdf,.pdf,DART_PDF,2026.03,사업보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
20260726_232323,2026-07-26 23:23:23,307950,현대오토에버,00362441,FILLED_BY_KR9_SECURITY_ID_MAPPING,VERIFIED_WITH_ENGLISHDART_COMPANY_POPUP,AI/Robotics,[LOCAL_PATH_REMOVED_USE_RCEPT_NO_AND_ZIP_ENTRY],raw_files/dart_xbrl_zip/[현대오토에버][정정]사업보고서_IFRS(원문XBRL)(2024.03.29).zip,[현대오토에버][정정]사업보고서_IFRS(원문XBRL)(2024.03.29).zip,.zip,XBRL_ZIP,2024.03,사업보고서,20260725,,,,,,,REVIEW_NO_RCEPT_NO,REVIEW_NO_RCEPT_NO,rcept_no_and_official_dart_url,REFERENCE_ONLY_NOT_VERIFICATION_BASIS,theme_revenue/backlog/role_grade/evidence_grade/gate_status/final_inclusion NOT_PERFORMED,,0,,NO_RCPNO_MATCH,REVIEW_NO_MATCH,"Stage04b refined: input package raw_files 중심, FY/H1/Q1/Q3 기간 파싱, rcept_dt 우선 매칭"
